ticket_id,created_at,priority,text,label
TKT25080100758,2025-08-01T12:12,P3,"Malware alert triggered, endpoint quarantined by AV.",security_alert
TKT25060500759,2025-06-05T19:37,P4,"Site cannot reach internet, multiple devices affected.",network_outage
TKT25081600760,2025-08-16T14:51,P4,Please provision role-based access for project workspace.,access_request
TKT25081600761,2025-08-16T15:00,P4,"Remote access not working, tunnel fails during handshake. during shift change",vpn_issue
TKT25060800762,2025-06-08T05:53,P3,"Request to reset password, user failed MFA and is locked out.",password_reset
TKT25080800763,2025-08-08T04:53,P3,"Feature not working after update, regression suspected. please help",software_bug
TKT25062100764,2025-06-21T01:57,P4,"UI freezes on save, error trace appears in logs. please help",software_bug
TKT25082700765,2025-08-27T09:29,P4,"Unable to authenticate to VPN, error code 691 appears.",vpn_issue
TKT25062000766,2025-06-20T02:26,P3,Please provision role-based access for project workspace.,access_request
TKT25062100767,2025-06-21T21:11,P3,"Keyboard keys not responding, trackpad intermittent.",hardware_fault
TKT25072000768,2025-07-20T20:53,P3,Application crashes when exporting report to PDF.,software_bug
TKT25082300769,2025-08-23T23:45,P3,VPN connection drops repeatedly after connecting.,vpn_issue
TKT25061500770,2025-06-15T14:11,P4,"Request to reset password, user failed MFA and is locked out.",password_reset
TKT25082700771,2025-08-27T00:19,P3,"Outlook is not syncing, mailbox appears offline.",email_issue
TKT25071200772,2025-07-12T05:55,P4,New starter needs access to finance application and mailbox.,access_request
TKT25080100773,2025-08-01T16:35,P3,"Keyboard keys not responding, trackpad intermittent.",hardware_fault
TKT25072500774,2025-07-25T10:23,P3,Packet loss and high latency reported across region. please help,network_outage
TKT25070800775,2025-07-08T20:15,P2,"Site cannot reach internet, multiple devices affected.",network_outage
TKT25062200776,2025-06-22T08:28,P2,"Multiple failed attempts, please unlock and reset credentials. ASAP",password_reset
TKT25080400777,2025-08-04T04:29,P1,"Outlook is not syncing, mailbox appears offline.",email_issue
TKT25072200778,2025-07-22T03:54,P1,"Request to reset password, user failed MFA and is locked out. single user",password_reset
TKT25060200779,2025-06-02T04:13,P2,Device overheating and shutting down under load.,hardware_fault
TKT25081900780,2025-08-19T05:50,P3,VPN connection drops repeatedly after connecting. ASAP,vpn_issue
TKT25061000781,2025-06-10T22:41,P4,"Emails are delayed, users report messages stuck in outbox. urgent",email_issue
TKT25082900782,2025-08-29T10:54,P4,VPN connection drops repeatedly after connecting. urgent,vpn_issue
TKT25072000783,2025-07-20T14:43,P3,Please provision role-based access for project workspace. since this morning,access_request
TKT25061000784,2025-06-10T22:27,P4,"WiFi is down in building, SSID not visible. please help",network_outage
TKT25070800785,2025-07-08T03:25,P3,"Request to reset password, user failed MFA and is locked out. ASAP",password_reset
TKT25062200786,2025-06-22T18:31,P4,"Colleague cannot log in, password expired and account locked. please help",password_reset
TKT25070900787,2025-07-09T15:24,P3,VPN connection drops repeatedly after connecting.,vpn_issue
TKT25082300788,2025-08-23T03:04,P3,"Multiple failed attempts, please unlock and reset credentials.",password_reset
TKT25070100789,2025-07-01T11:50,P2,VPN connection drops repeatedly after connecting. since this morning,vpn_issue
TKT25061600790,2025-06-16T11:40,P3,"Suspicious login detected from unknown location, please investigate. during shift change",security_alert
TKT25061500791,2025-06-15T22:28,P1,"Site cannot reach internet, multiple devices affected.",network_outage
TKT25062600792,2025-06-26T15:24,P1,"Multiple failed attempts, please unlock and reset credentials.",password_reset
TKT25071600793,2025-07-16T22:58,P2,"Multiple failed attempts, please unlock and reset credentials.",password_reset
TKT25060100794,2025-06-01T07:42,P2,New starter needs access to finance application and mailbox. during shift change,access_request
TKT25070100795,2025-07-01T03:31,P3,"Outlook is not syncing, mailbox appears offline. single user",email_issue
TKT25070900796,2025-07-09T18:19,P2,Request access to shared folder and group membership update. after update,access_request
TKT25060900797,2025-06-09T23:44,P3,"Multiple failed attempts, please unlock and reset credentials. single user",password_reset
TKT25071100798,2025-07-11T07:25,P2,"Laptop will not boot, blinking power light and no display. during shift change",hardware_fault
TKT25061200799,2025-06-12T10:26,P3,New starter needs access to finance application and mailbox. ASAP,access_request
TKT25081100800,2025-08-11T01:11,P4,"Possible phishing reported, user clicked link and entered credentials.",security_alert
TKT25080500801,2025-08-05T01:41,P3,"Request to reset password, user failed MFA and is locked out. impacting multiple users",password_reset
TKT25071000802,2025-07-10T09:57,P1,"Malware alert triggered, endpoint quarantined by AV. single user",security_alert
TKT25061400803,2025-06-14T23:36,P4,"Multiple failed attempts, please unlock and reset credentials. impacting multiple users",password_reset
TKT25060100804,2025-06-01T07:49,P1,"Suspicious login detected from unknown location, please investigate.",security_alert
TKT25082100805,2025-08-21T19:12,P4,"Emails are delayed, users report messages stuck in outbox.",email_issue
TKT25061900806,2025-06-19T09:00,P4,"Feature not working after update, regression suspected. impacting multiple users",software_bug
TKT25073000807,2025-07-30T08:34,P2,"Request to reset password, user failed MFA and is locked out. impacting multiple users",password_reset
TKT25062500808,2025-06-25T19:42,P4,"Request to reset password, user failed MFA and is locked out.",password_reset
TKT25081800809,2025-08-18T10:48,P3,"Malware alert triggered, endpoint quarantined by AV. impacting multiple users",security_alert
TKT25071400810,2025-07-14T10:21,P4,New starter needs access to finance application and mailbox. urgent,access_request
TKT25071100811,2025-07-11T22:49,P2,"Unable to authenticate to VPN, error code 691 appears.",vpn_issue
TKT25070900812,2025-07-09T21:29,P4,"Unable to send email, SMTP authentication failed. impacting multiple users",email_issue
TKT25060600813,2025-06-06T11:28,P3,"Unable to authenticate to VPN, error code 691 appears.",vpn_issue
TKT25062100814,2025-06-21T15:17,P3,"Multiple failed attempts, please unlock and reset credentials. single user",password_reset
TKT25070400815,2025-07-04T05:36,P3,"Multiple failed attempts, please unlock and reset credentials.",password_reset
TKT25081800816,2025-08-18T02:08,P3,Device overheating and shutting down under load. since this morning,hardware_fault
TKT25070200817,2025-07-02T16:48,P2,"Keyboard keys not responding, trackpad intermittent. please help",hardware_fault
TKT25070900818,2025-07-09T10:48,P2,Request access to shared folder and group membership update. please help,access_request
TKT25071000819,2025-07-10T13:23,P3,"UI freezes on save, error trace appears in logs. ASAP",software_bug
TKT25061700820,2025-06-17T17:26,P4,New starter needs access to finance application and mailbox.,access_request
TKT25080100821,2025-08-01T03:53,P3,"Suspicious login detected from unknown location, please investigate.",security_alert
TKT25062100822,2025-06-21T20:32,P2,VPN connection drops repeatedly after connecting.,vpn_issue
TKT25071700823,2025-07-17T10:37,P4,"Suspicious login detected from unknown location, please investigate. since this morning",security_alert
TKT25082900824,2025-08-29T09:15,P4,"Request to reset password, user failed MFA and is locked out. impacting multiple users",password_reset
TKT25062200825,2025-06-22T22:07,P3,"Customer cannot log in, password expired and account locked. after update",password_reset
TKT25080900826,2025-08-09T20:31,P3,"Outlook is not syncing, mailbox appears offline. single user",email_issue
TKT25072400827,2025-07-24T21:53,P2,"Site cannot reach internet, multiple devices affected.",network_outage
TKT25082800828,2025-08-28T02:28,P4,New starter needs access to finance application and mailbox. after update,access_request
TKT25060700829,2025-06-07T01:45,P4,"Suspicious login detected from unknown location, please investigate. impacting multiple users",security_alert
TKT25080300830,2025-08-03T04:16,P3,VPN connection drops repeatedly after connecting. during shift change,vpn_issue
TKT25081700831,2025-08-17T12:10,P2,"Site cannot reach internet, multiple devices affected. during shift change",network_outage
TKT25072100832,2025-07-21T08:00,P3,"UI freezes on save, error trace appears in logs.",software_bug
TKT25061100833,2025-06-11T07:04,P3,"Feature not working after update, regression suspected.",software_bug
TKT25070800834,2025-07-08T13:36,P4,New starter needs access to finance application and mailbox. ASAP,access_request
TKT25071100835,2025-07-11T04:04,P3,"Emails are delayed, users report messages stuck in outbox. impacting multiple users",email_issue
TKT25060600836,2025-06-06T05:48,P3,"Remote access not working, tunnel fails during handshake. since this morning",vpn_issue
TKT25071500837,2025-07-15T17:33,P3,"WiFi is down in building, SSID not visible.",network_outage
TKT25062400838,2025-06-24T06:49,P3,VPN connection drops repeatedly after connecting. please help,vpn_issue
TKT25081800839,2025-08-18T06:27,P3,"Multiple failed attempts, please unlock and reset credentials.",password_reset
TKT25062800840,2025-06-28T02:11,P2,Please provision role-based access for project workspace. ASAP,access_request
TKT25080600841,2025-08-06T20:50,P3,Packet loss and high latency reported across region.,network_outage
TKT25072900842,2025-07-29T18:05,P2,"Request to reset password, user failed MFA and is locked out. please help",password_reset
TKT25071700843,2025-07-17T02:17,P2,Request access to shared folder and group membership update.,access_request
TKT25071000844,2025-07-10T14:27,P4,Application crashes when exporting report to PDF. urgent,software_bug
TKT25072500845,2025-07-25T07:04,P2,"Possible phishing reported, user clicked link and entered credentials. please help",security_alert
TKT25073100846,2025-07-31T10:36,P3,"Outlook is not syncing, mailbox appears offline. ASAP",email_issue
TKT25071000847,2025-07-10T14:48,P4,"Suspicious login detected from unknown location, please investigate.",security_alert
TKT25062100848,2025-06-21T11:44,P2,"Outlook is not syncing, mailbox appears offline.",email_issue
TKT25071900849,2025-07-19T20:27,P3,Packet loss and high latency reported across region. please help,network_outage
TKT25080700850,2025-08-07T00:52,P4,Application crashes when exporting report to PDF.,software_bug
TKT25071000851,2025-07-10T13:57,P4,"Remote access not working, tunnel fails during handshake. urgent",vpn_issue
TKT25080800852,2025-08-08T22:33,P4,"Keyboard keys not responding, trackpad intermittent. urgent",hardware_fault
TKT25082200853,2025-08-22T02:30,P4,"Malware alert triggered, endpoint quarantined by AV. since this morning",security_alert
TKT25071600854,2025-07-16T14:42,P4,"User cannot log in, password expired and account locked. please help",password_reset
TKT25070200855,2025-07-02T08:58,P2,"Remote access not working, tunnel fails during handshake. ASAP",vpn_issue
TKT25081200856,2025-08-12T16:09,P4,"Unable to send email, SMTP authentication failed.",email_issue
TKT25072700857,2025-07-27T08:14,P2,"Outlook is not syncing, mailbox appears offline.",email_issue
TKT25081300858,2025-08-13T08:47,P3,"UI freezes on save, error trace appears in logs.",software_bug
TKT25071600859,2025-07-16T20:39,P2,New starter needs access to finance application and mailbox. ASAP,access_request
TKT25061500860,2025-06-15T12:18,P3,"Unable to authenticate to VPN, error code 691 appears. please help",vpn_issue
TKT25071000861,2025-07-10T23:42,P4,"Remote access not working, tunnel fails during handshake. ASAP",vpn_issue
TKT25082800862,2025-08-28T17:33,P3,Request access to shared folder and group membership update. impacting multiple users,access_request
TKT25071400863,2025-07-14T04:40,P2,Please provision role-based access for project workspace. since this morning,access_request
TKT25080500864,2025-08-05T23:25,P2,Please provision role-based access for project workspace. single user,access_request
TKT25081500865,2025-08-15T00:23,P3,Application crashes when exporting report to PDF. impacting multiple users,software_bug
TKT25081000866,2025-08-10T23:08,P4,VPN connection drops repeatedly after connecting. during shift change,vpn_issue
TKT25071100867,2025-07-11T16:51,P3,"Colleague cannot log in, password expired and account locked.",password_reset
TKT25070500868,2025-07-05T22:32,P3,"User cannot log in, password expired and account locked. urgent",password_reset
TKT25081200869,2025-08-12T17:20,P4,Request access to shared folder and group membership update. ASAP,access_request
TKT25071300870,2025-07-13T20:08,P2,Please provision role-based access for project workspace.,access_request
TKT25071200871,2025-07-12T12:31,P3,"Keyboard keys not responding, trackpad intermittent. urgent",hardware_fault
TKT25082000872,2025-08-20T22:15,P3,"Remote access not working, tunnel fails during handshake. ASAP",vpn_issue
TKT25081500873,2025-08-15T21:03,P3,"Request to reset password, user failed MFA and is locked out.",password_reset
TKT25073000874,2025-07-30T02:34,P3,"Request to reset password, user failed MFA and is locked out. impacting multiple users",password_reset
TKT25062100875,2025-06-21T20:02,P2,"Request to reset password, user failed MFA and is locked out.",password_reset
TKT25072000876,2025-07-20T03:01,P4,"User cannot log in, password expired and account locked. single user",password_reset
TKT25062700877,2025-06-27T21:50,P4,"Multiple failed attempts, please unlock and reset credentials.",password_reset
TKT25080600878,2025-08-06T14:22,P4,Packet loss and high latency reported across region. after update,network_outage
TKT25071000879,2025-07-10T04:17,P2,"Request to reset password, user failed MFA and is locked out. during shift change",password_reset
TKT25080700880,2025-08-07T23:28,P3,"WiFi is down in building, SSID not visible. after update",network_outage
TKT25082300881,2025-08-23T04:30,P2,"User cannot log in, password expired and account locked.",password_reset
TKT25061600882,2025-06-16T10:01,P2,"Unable to send email, SMTP authentication failed. please help",email_issue
TKT25060400883,2025-06-04T01:08,P3,VPN connection drops repeatedly after connecting. urgent,vpn_issue
TKT25080800884,2025-08-08T15:44,P2,"WiFi is down in building, SSID not visible.",network_outage
TKT25070300885,2025-07-03T18:27,P4,"UI freezes on save, error trace appears in logs. urgent",software_bug
TKT25081300886,2025-08-13T08:38,P3,"User cannot log in, password expired and account locked. impacting multiple users",password_reset
TKT25072300887,2025-07-23T17:42,P3,Request access to shared folder and group membership update. after update,access_request
TKT25062800888,2025-06-28T11:28,P2,Packet loss and high latency reported across region.,network_outage
TKT25080400889,2025-08-04T21:23,P3,"Request to reset password, user failed MFA and is locked out. impacting multiple users",password_reset
TKT25072300890,2025-07-23T17:03,P3,"Laptop will not boot, blinking power light and no display.",hardware_fault
TKT25071500891,2025-07-15T14:49,P2,"Remote access not working, tunnel fails during handshake. ASAP",vpn_issue
TKT25062800892,2025-06-28T17:25,P3,"Multiple failed attempts, please unlock and reset credentials.",password_reset
TKT25082400893,2025-08-24T21:28,P3,Packet loss and high latency reported across region. impacting multiple users,network_outage
TKT25081200894,2025-08-12T20:55,P3,"Feature not working after update, regression suspected.",software_bug
TKT25082300895,2025-08-23T15:50,P3,"Multiple failed attempts, please unlock and reset credentials. single user",password_reset
TKT25060400896,2025-06-04T21:09,P2,"Remote access not working, tunnel fails during handshake. ASAP",vpn_issue
TKT25070700897,2025-07-07T05:04,P3,"WiFi is down in building, SSID not visible.",network_outage
TKT25080900898,2025-08-09T23:13,P4,"Laptop will not boot, blinking power light and no display. please help",hardware_fault
TKT25082400899,2025-08-24T11:19,P4,"Laptop will not boot, blinking power light and no display. ASAP",hardware_fault
TKT25063000900,2025-06-30T22:03,P3,"UI freezes on save, error trace appears in logs.",software_bug
TKT25061600901,2025-06-16T07:50,P2,"Site cannot reach internet, multiple devices affected.",network_outage
TKT25061300902,2025-06-13T22:00,P3,Request access to shared folder and group membership update. ASAP,access_request
TKT25060800903,2025-06-08T09:25,P2,"WiFi is down in building, SSID not visible.",network_outage
TKT25081000904,2025-08-10T18:32,P2,"WiFi is down in building, SSID not visible. during shift change",network_outage
TKT25071200905,2025-07-12T13:56,P3,"WiFi is down in building, SSID not visible. urgent",network_outage
TKT25070400906,2025-07-04T12:01,P4,Request access to shared folder and group membership update. single user,access_request
TKT25072700907,2025-07-27T13:55,P3,"Site cannot reach internet, multiple devices affected.",network_outage
TKT25062400908,2025-06-24T22:14,P3,"WiFi is down in building, SSID not visible. after update",network_outage
TKT25073000909,2025-07-30T17:27,P3,"Remote access not working, tunnel fails during handshake.",vpn_issue
TKT25063000910,2025-06-30T08:25,P4,"Laptop will not boot, blinking power light and no display.",hardware_fault
TKT25082300911,2025-08-23T19:37,P3,"Outlook is not syncing, mailbox appears offline. single user",email_issue
TKT25071200912,2025-07-12T13:28,P4,New starter needs access to finance application and mailbox.,access_request
TKT25062300913,2025-06-23T08:10,P3,"Outlook is not syncing, mailbox appears offline.",email_issue
TKT25070100914,2025-07-01T02:10,P4,"Site cannot reach internet, multiple devices affected. impacting multiple users",network_outage
TKT25061600915,2025-06-16T14:37,P4,"WiFi is down in building, SSID not visible. urgent",network_outage
TKT25080600916,2025-08-06T21:26,P3,VPN connection drops repeatedly after connecting. urgent,vpn_issue
TKT25072300917,2025-07-23T18:22,P3,"User cannot log in, password expired and account locked.",password_reset
TKT25071600918,2025-07-16T11:35,P3,"Emails are delayed, users report messages stuck in outbox. urgent",email_issue
TKT25060300919,2025-06-03T09:57,P4,New starter needs access to finance application and mailbox. since this morning,access_request
TKT25081500920,2025-08-15T07:49,P3,"UI freezes on save, error trace appears in logs.",software_bug
TKT25070700921,2025-07-07T20:13,P4,Request access to shared folder and group membership update.,access_request
TKT25071500922,2025-07-15T19:45,P3,Device overheating and shutting down under load. during shift change,hardware_fault
TKT25082800923,2025-08-28T19:04,P4,"Laptop will not boot, blinking power light and no display. during shift change",hardware_fault
TKT25082200924,2025-08-22T19:21,P4,"Request to reset password, user failed MFA and is locked out.",password_reset
TKT25062700925,2025-06-27T15:17,P4,"Site cannot reach internet, multiple devices affected. during shift change",network_outage
TKT25072200926,2025-07-22T00:08,P4,New starter needs access to finance application and mailbox. impacting multiple users,access_request
TKT25072800927,2025-07-28T02:30,P3,Please provision role-based access for project workspace. during shift change,access_request
TKT25082500928,2025-08-25T05:24,P1,"Multiple failed attempts, please unlock and reset credentials. urgent",password_reset
TKT25081200929,2025-08-12T00:41,P3,"Unable to send email, SMTP authentication failed. impacting multiple users",email_issue
TKT25082800930,2025-08-28T03:41,P4,"Outlook is not syncing, mailbox appears offline.",email_issue
TKT25082500931,2025-08-25T15:47,P3,Request access to shared folder and group membership update.,access_request
TKT25061600932,2025-06-16T17:57,P3,"Keyboard keys not responding, trackpad intermittent.",hardware_fault
TKT25060500933,2025-06-05T17:13,P2,"UI freezes on save, error trace appears in logs. single user",software_bug
TKT25060700934,2025-06-07T09:35,P3,Application crashes when exporting report to PDF. ASAP,software_bug
TKT25061100935,2025-06-11T23:05,P4,Packet loss and high latency reported across region.,network_outage
TKT25081200936,2025-08-12T22:24,P2,"Laptop will not boot, blinking power light and no display. ASAP",hardware_fault
TKT25072800937,2025-07-28T00:51,P4,"Request to reset password, user failed MFA and is locked out. please help",password_reset
TKT25062900938,2025-06-29T05:14,P3,"WiFi is down in building, SSID not visible.",network_outage
TKT25062300939,2025-06-23T15:33,P3,"Possible phishing reported, user clicked link and entered credentials.",security_alert
TKT25073100940,2025-07-31T14:06,P2,"Request to reset password, user failed MFA and is locked out.",password_reset
TKT25082200941,2025-08-22T19:16,P3,Application crashes when exporting report to PDF. ASAP,software_bug
TKT25081900942,2025-08-19T04:30,P2,"Feature not working after update, regression suspected. ASAP",software_bug
TKT25071100943,2025-07-11T20:02,P2,"Staff member cannot log in, password expired and account locked. after update",password_reset
TKT25061900944,2025-06-19T02:25,P3,Packet loss and high latency reported across region. urgent,network_outage
TKT25080200945,2025-08-02T22:41,P2,"Keyboard keys not responding, trackpad intermittent.",hardware_fault
TKT25062000946,2025-06-20T06:33,P3,"Emails are delayed, users report messages stuck in outbox. single user",email_issue
TKT25072700947,2025-07-27T00:36,P2,"Unable to send email, SMTP authentication failed.",email_issue
TKT25062400948,2025-06-24T01:49,P3,"User cannot log in, password expired and account locked.",password_reset
TKT25071700949,2025-07-17T00:05,P2,"Multiple failed attempts, please unlock and reset credentials.",password_reset
TKT25070100950,2025-07-01T20:47,P3,"Request to reset password, user failed MFA and is locked out.",password_reset
TKT25073000951,2025-07-30T09:45,P3,Please provision role-based access for project workspace.,access_request
TKT25081800952,2025-08-18T09:28,P4,"Keyboard keys not responding, trackpad intermittent. during shift change",hardware_fault
TKT25072800953,2025-07-28T14:59,P4,Please provision role-based access for project workspace.,access_request
TKT25081400954,2025-08-14T13:58,P2,"Laptop will not boot, blinking power light and no display. during shift change",hardware_fault
TKT25080200955,2025-08-02T19:31,P3,"Malware alert triggered, endpoint quarantined by AV.",security_alert
TKT25061900956,2025-06-19T06:01,P3,"Multiple failed attempts, please unlock and reset credentials.",password_reset
TKT25070300957,2025-07-03T21:37,P2,Please provision role-based access for project workspace.,access_request
TKT25082400958,2025-08-24T06:02,P3,"Multiple failed attempts, please unlock and reset credentials. during shift change",password_reset
TKT25070500959,2025-07-05T16:42,P4,Please provision role-based access for project workspace. after update,access_request
TKT25061900960,2025-06-19T15:06,P2,"Suspicious login detected from unknown location, please investigate.",security_alert
TKT25062200961,2025-06-22T06:35,P4,"Request to reset password, user failed MFA and is locked out. ASAP",password_reset
TKT25061600962,2025-06-16T13:15,P2,Device overheating and shutting down under load. ASAP,hardware_fault
TKT25062800963,2025-06-28T04:11,P2,"User cannot log in, password expired and account locked.",password_reset
TKT25063000964,2025-06-30T05:49,P4,Please provision role-based access for project workspace. ASAP,access_request
TKT25062500965,2025-06-25T00:42,P3,Device overheating and shutting down under load. during shift change,hardware_fault
TKT25080800966,2025-08-08T07:33,P2,"Request to reset password, user failed MFA and is locked out.",password_reset
TKT25082700967,2025-08-27T15:19,P3,"Malware alert triggered, endpoint quarantined by AV.",security_alert
TKT25070500968,2025-07-05T13:08,P3,Please provision role-based access for project workspace.,access_request
TKT25080400969,2025-08-04T16:38,P3,"Outlook is not syncing, mailbox appears offline. after update",email_issue
TKT25070200970,2025-07-02T11:58,P4,"Remote access not working, tunnel fails during handshake. impacting multiple users",vpn_issue
TKT25082800971,2025-08-28T18:53,P1,Please provision role-based access for project workspace.,access_request
TKT25072700972,2025-07-27T17:36,P3,Application crashes when exporting report to PDF.,software_bug
TKT25080800973,2025-08-08T00:11,P3,"Keyboard keys not responding, trackpad intermittent.",hardware_fault
TKT25062700974,2025-06-27T06:59,P3,"User cannot log in, password expired and account locked. urgent",password_reset
TKT25081600975,2025-08-16T03:29,P3,"Request to reset password, user failed MFA and is locked out.",password_reset
TKT25070600976,2025-07-06T20:01,P1,"Laptop will not boot, blinking power light and no display.",hardware_fault
TKT25061100977,2025-06-11T12:13,P4,"Unable to send email, SMTP authentication failed. please help",email_issue
TKT25081900978,2025-08-19T13:36,P4,"User cannot log in, password expired and account locked. after update",password_reset
TKT25070100979,2025-07-01T22:11,P3,"Unable to send email, SMTP authentication failed.",email_issue
TKT25081100980,2025-08-11T18:38,P3,Packet loss and high latency reported across region. since this morning,network_outage
TKT25060200981,2025-06-02T05:16,P4,"Unable to send email, SMTP authentication failed.",email_issue
TKT25071600982,2025-07-16T17:37,P3,VPN connection drops repeatedly after connecting. since this morning,vpn_issue
TKT25080900983,2025-08-09T16:07,P4,"Request to reset password, user failed MFA and is locked out. since this morning",password_reset
TKT25071300984,2025-07-13T19:11,P3,"Unable to send email, SMTP authentication failed.",email_issue
TKT25081900985,2025-08-19T20:06,P1,"Request to reset password, user failed MFA and is locked out.",password_reset
TKT25071500986,2025-07-15T20:23,P3,"Suspicious login detected from unknown location, please investigate. during shift change",security_alert
TKT25060400987,2025-06-04T16:57,P3,"Remote access not working, tunnel fails during handshake. during shift change",vpn_issue
TKT25072700988,2025-07-27T19:45,P3,"User cannot log in, password expired and account locked. please help",password_reset
TKT25070100989,2025-07-01T02:14,P2,"Request to reset password, user failed MFA and is locked out. impacting multiple users",password_reset
TKT25082000990,2025-08-20T04:35,P2,"Keyboard keys not responding, trackpad intermittent. since this morning",hardware_fault
TKT25082600991,2025-08-26T23:01,P2,Request access to shared folder and group membership update.,access_request
TKT25070300992,2025-07-03T13:18,P2,"UI freezes on save, error trace appears in logs.",software_bug
TKT25071200993,2025-07-12T15:49,P3,"Multiple failed attempts, please unlock and reset credentials. after update",password_reset
TKT25060800994,2025-06-08T03:02,P4,"Unable to send email, SMTP authentication failed.",email_issue
TKT25060800995,2025-06-08T10:05,P4,New starter needs access to finance application and mailbox. ASAP,access_request
TKT25072400996,2025-07-24T13:13,P4,"Possible phishing reported, user clicked link and entered credentials. during shift change",security_alert
TKT25062500997,2025-06-25T09:03,P3,VPN connection drops repeatedly after connecting. single user,vpn_issue
TKT25073000998,2025-07-30T19:59,P3,VPN connection drops repeatedly after connecting. urgent,vpn_issue
TKT25080200999,2025-08-02T18:22,P3,"Request to reset password, user failed MFA and is locked out. urgent",password_reset
TKT25080501000,2025-08-05T20:29,P1,"WiFi is down in building, SSID not visible.",network_outage
TKT25081201001,2025-08-12T04:23,P2,"Malware alert triggered, endpoint quarantined by AV.",security_alert
TKT25082301002,2025-08-23T11:13,P3,"UI freezes on save, error trace appears in logs. ASAP",software_bug
TKT25062001003,2025-06-20T08:49,P1,"Multiple failed attempts, please unlock and reset credentials. please help",password_reset
TKT25060401004,2025-06-04T02:48,P4,"Emails are delayed, users report messages stuck in outbox. urgent",email_issue
TKT25080801005,2025-08-08T06:28,P3,Device overheating and shutting down under load.,hardware_fault
TKT25061601006,2025-06-16T02:21,P3,"Suspicious login detected from unknown location, please investigate. during shift change",security_alert
TKT25071001007,2025-07-10T16:19,P2,"UI freezes on save, error trace appears in logs.",software_bug
TKT25071701008,2025-07-17T10:27,P3,"Malware alert triggered, endpoint quarantined by AV.",security_alert
TKT25071501009,2025-07-15T10:50,P4,Packet loss and high latency reported across region. single user,network_outage
TKT25072101010,2025-07-21T11:43,P3,Request access to shared folder and group membership update. after update,access_request
TKT25060901011,2025-06-09T03:07,P1,"Emails are delayed, users report messages stuck in outbox. single user",email_issue
TKT25070401012,2025-07-04T00:43,P3,"Malware alert triggered, endpoint quarantined by AV. please help",security_alert
TKT25071201013,2025-07-12T20:53,P3,"User cannot log in, password expired and account locked.",password_reset
TKT25081401014,2025-08-14T07:10,P4,"Employee cannot log in, password expired and account locked.",password_reset
TKT25061101015,2025-06-11T07:02,P3,"WiFi is down in building, SSID not visible. impacting multiple users",network_outage
TKT25082701016,2025-08-27T03:07,P3,Packet loss and high latency reported across region.,network_outage
TKT25071301017,2025-07-13T14:43,P4,"Remote access not working, tunnel fails during handshake.",vpn_issue
TKT25062301018,2025-06-23T11:05,P4,Packet loss and high latency reported across region. urgent,network_outage
TKT25062001019,2025-06-20T13:30,P4,"Suspicious login detected from unknown location, please investigate.",security_alert
TKT25082701020,2025-08-27T00:21,P4,"Multiple failed attempts, please unlock and reset credentials.",password_reset
TKT25072701021,2025-07-27T02:18,P3,"Multiple failed attempts, please unlock and reset credentials. single user",password_reset
TKT25061601022,2025-06-16T09:38,P3,"Outlook is not syncing, mailbox appears offline. since this morning",email_issue
TKT25080501023,2025-08-05T07:39,P3,Please provision role-based access for project workspace. single user,access_request
TKT25071001024,2025-07-10T23:12,P4,"Suspicious login detected from unknown location, please investigate.",security_alert
TKT25071301025,2025-07-13T18:11,P3,"Suspicious login detected from unknown location, please investigate. single user",security_alert
TKT25080101026,2025-08-01T09:01,P3,Application crashes when exporting report to PDF. single user,software_bug
TKT25081301027,2025-08-13T16:51,P3,VPN connection drops repeatedly after connecting. since this morning,vpn_issue
TKT25080901028,2025-08-09T06:54,P3,Request access to shared folder and group membership update. since this morning,access_request
TKT25060901029,2025-06-09T05:28,P2,Please provision role-based access for project workspace. ASAP,access_request
TKT25081401030,2025-08-14T05:28,P4,"Emails are delayed, users report messages stuck in outbox. impacting multiple users",email_issue
TKT25081901031,2025-08-19T15:26,P3,Please provision role-based access for project workspace.,access_request
TKT25060801032,2025-06-08T00:46,P3,"User cannot log in, password expired and account locked. single user",password_reset
TKT25081601033,2025-08-16T08:56,P3,Application crashes when exporting report to PDF. since this morning,software_bug
TKT25072001034,2025-07-20T18:31,P4,"Site cannot reach internet, multiple devices affected. since this morning",network_outage
TKT25062601035,2025-06-26T09:20,P3,"Possible phishing reported, user clicked link and entered credentials.",security_alert
TKT25061701036,2025-06-17T19:17,P3,"User cannot log in, password expired and account locked. after update",password_reset
TKT25082601037,2025-08-26T11:06,P3,"Site cannot reach internet, multiple devices affected.",network_outage
TKT25060301038,2025-06-03T18:15,P3,"Unable to send email, SMTP authentication failed.",email_issue
TKT25082001039,2025-08-20T11:05,P3,"Laptop will not boot, blinking power light and no display.",hardware_fault
TKT25060301040,2025-06-03T07:26,P2,"User cannot log in, password expired and account locked. since this morning",password_reset
TKT25061501041,2025-06-15T05:04,P4,"Unable to authenticate to VPN, error code 691 appears. ASAP",vpn_issue
TKT25061301042,2025-06-13T00:59,P2,Please provision role-based access for project workspace.,access_request
TKT25072001043,2025-07-20T16:33,P3,"Laptop will not boot, blinking power light and no display. please help",hardware_fault
TKT25082201044,2025-08-22T20:55,P4,Application crashes when exporting report to PDF. during shift change,software_bug
TKT25072501045,2025-07-25T20:30,P2,Please provision role-based access for project workspace.,access_request
TKT25081101046,2025-08-11T15:36,P4,"Emails are delayed, users report messages stuck in outbox. ASAP",email_issue
